,Date,Close,Low,High,weekday_fa,Date_Gregorian
41,1395/01/18,80752.7,80743.1,81190.2,جمعه,2016-04-06
42,1395/01/21,80654.0,80653.1,80950.3,دوشنبه,2016-04-09
43,1395/01/22,80280.7,80237.3,80615.5,سه‌شنبه,2016-04-10
44,1395/01/23,80262.4,80164.7,80331.2,چهارشنبه,2016-04-11
45,1395/01/24,80109.3,79994.1,80446.0,پنج‌شنبه,2016-04-12
46,1395/01/25,79588.3,79579.0,80050.2,جمعه,2016-04-13
47,1395/01/28,77984.8,77933.3,79447.7,دوشنبه,2016-04-16
48,1395/01/29,77516.2,77446.5,77709.5,سه‌شنبه,2016-04-17
49,1395/01/30,78435.4,77613.1,78438.3,چهارشنبه,2016-04-18
50,1395/01/31,78430.9,78430.9,78766.1,پنج‌شنبه,2016-04-19
51,1395/02/01,78269.0,78197.2,78636.6,جمعه,2016-04-20
52,1395/02/04,78281.7,78264.9,78396.7,دوشنبه,2016-04-23
53,1395/02/05,78448.3,78278.4,78448.4,سه‌شنبه,2016-04-24
54,1395/02/06,78688.4,78653.1,78945.7,چهارشنبه,2016-04-25
55,1395/02/07,78394.4,78317.8,78699.7,پنج‌شنبه,2016-04-26
56,1395/02/08,78404.7,78341.1,78578.5,جمعه,2016-04-27
57,1395/02/11,78414.6,78399.8,78585.7,دوشنبه,2016-04-30
58,1395/02/12,78384.4,78220.1,78453.7,سه‌شنبه,2016-05-01
59,1395/02/13,78285.4,78259.0,78425.0,چهارشنبه,2016-05-02
60,1395/02/14,78044.4,77968.9,78382.5,پنج‌شنبه,2016-05-03
61,1395/02/15,78033.8,77938.1,78076.9,جمعه,2016-05-04
62,1395/02/18,77423.9,77423.9,78036.6,دوشنبه,2016-05-07
63,1395/02/19,77045.3,77041.2,77378.1,سه‌شنبه,2016-05-08
64,1395/02/20,77106.0,77094.1,77302.3,چهارشنبه,2016-05-09
65,1395/02/21,76630.4,76606.9,77070.8,پنج‌شنبه,2016-05-10
66,1395/02/22,75982.6,75894.8,76611.9,جمعه,2016-05-11
67,1395/02/25,76138.6,76016.6,76176.1,دوشنبه,2016-05-14
68,1395/02/26,75863.2,75863.2,76224.1,سه‌شنبه,2016-05-15
69,1395/02/27,75980.5,75866.4,76006.5,چهارشنبه,2016-05-16
70,1395/02/28,76292.9,76071.5,76305.5,پنج‌شنبه,2016-05-17
71,1395/02/29,76413.3,76329.8,76463.5,جمعه,2016-05-18
72,1395/03/01,76448.3,76443.4,76530.2,دوشنبه,2016-05-21
73,1395/03/03,76613.9,76493.5,76708.1,چهارشنبه,2016-05-23
74,1395/03/04,76692.8,76543.2,76692.7,پنج‌شنبه,2016-05-24
75,1395/03/05,76853.0,76702.3,76957.7,جمعه,2016-05-25
76,1395/03/08,76690.6,76618.2,76945.7,دوشنبه,2016-05-28
77,1395/03/09,76387.0,76387.0,76744.1,سه‌شنبه,2016-05-29
78,1395/03/10,76431.5,76396.1,76463.7,چهارشنبه,2016-05-30
79,1395/03/11,76144.2,76144.2,76534.5,پنج‌شنبه,2016-05-31
80,1395/03/12,76084.2,76077.7,76207.2,جمعه,2016-06-01
81,1395/03/16,76160.6,76133.2,76200.3,سه‌شنبه,2016-06-05
82,1395/03/17,76128.6,76102.9,76284.7,چهارشنبه,2016-06-06
83,1395/03/18,75874.5,75874.4,76177.0,پنج‌شنبه,2016-06-07
84,1395/03/19,75876.2,75775.9,75929.1,جمعه,2016-06-08
85,1395/03/22,74850.1,74850.1,75909.8,دوشنبه,2016-06-11
86,1395/03/23,74817.8,74670.9,74870.5,سه‌شنبه,2016-06-12
87,1395/03/24,74700.5,74594.6,74904.5,چهارشنبه,2016-06-13
88,1395/03/25,73959.7,73959.7,74716.2,پنج‌شنبه,2016-06-14
89,1395/03/26,73877.1,73705.4,73966.4,جمعه,2016-06-15
90,1395/03/29,73906.5,73887.1,74018.5,دوشنبه,2016-06-18
91,1395/03/30,73027.9,73027.9,73915.6,سه‌شنبه,2016-06-19
92,1395/03/31,72615.0,72614.8,72945.2,چهارشنبه,2016-06-20
93,1395/04/01,72799.2,72563.6,72799.2,پنج‌شنبه,2016-06-21
94,1395/04/02,73644.8,72930.1,73644.7,جمعه,2016-06-22
95,1395/04/05,73672.0,73671.7,73863.3,دوشنبه,2016-06-25
96,1395/04/06,73743.5,73651.1,73771.7,سه‌شنبه,2016-06-26
97,1395/04/08,74190.5,73935.4,74300.3,پنج‌شنبه,2016-06-28
98,1395/04/09,73940.3,73934.4,74283.2,جمعه,2016-06-29
99,1395/04/12,73965.5,73931.8,74000.8,دوشنبه,2016-07-02
100,1395/04/12,73965.5,73931.8,74000.8,دوشنبه,2016-07-02
101,1395/04/13,74064.0,74063.3,74137.1,سه‌شنبه,2016-07-03
102,1395/04/14,73947.2,73947.2,74095.4,چهارشنبه,2016-07-04
103,1395/04/15,74049.1,73959.0,74113.9,پنج‌شنبه,2016-07-05
104,1395/04/19,73716.6,73716.6,74051.4,دوشنبه,2016-07-09
105,1395/04/20,73764.2,73695.4,73799.7,سه‌شنبه,2016-07-10
106,1395/04/21,73816.7,73737.2,73893.0,چهارشنبه,2016-07-11
107,1395/04/22,73736.0,73725.3,73987.1,پنج‌شنبه,2016-07-12
108,1395/04/23,73763.0,73625.5,73763.0,جمعه,2016-07-13
109,1395/04/26,73868.0,73756.2,73888.5,دوشنبه,2016-07-16
110,1395/04/27,74194.8,74010.9,74282.5,سه‌شنبه,2016-07-17
111,1395/04/28,74196.9,74045.0,74214.8,چهارشنبه,2016-07-18
112,1395/04/29,74313.6,74249.7,74385.9,پنج‌شنبه,2016-07-19
113,1395/04/30,74514.1,74364.7,74516.4,جمعه,2016-07-20
114,1395/05/02,74934.3,74629.9,74934.2,دوشنبه,2016-07-23
115,1395/05/03,75183.9,75043.6,75197.8,سه‌شنبه,2016-07-24
116,1395/05/04,75466.5,75315.7,75540.3,چهارشنبه,2016-07-25
117,1395/05/05,75501.0,75402.0,75501.2,پنج‌شنبه,2016-07-26
118,1395/05/06,76225.7,75755.9,76294.3,جمعه,2016-07-27
119,1395/05/10,76579.7,76333.8,76699.2,سه‌شنبه,2016-07-31
120,1395/05/11,76647.4,76408.5,76647.3,چهارشنبه,2016-08-01
121,1395/05/12,77089.8,76672.4,77094.0,پنج‌شنبه,2016-08-02
122,1395/05/13,77856.5,77415.3,77915.1,جمعه,2016-08-03
123,1395/05/16,78324.9,78324.8,78324.9,دوشنبه,2016-08-06
124,1395/05/17,78704.6,78423.0,78837.9,سه‌شنبه,2016-08-07
125,1395/05/18,78324.9,78324.7,78830.5,چهارشنبه,2016-08-08
126,1395/05/19,78368.4,78345.1,78437.2,پنج‌شنبه,2016-08-09
127,1395/05/20,78190.5,78190.4,78463.8,جمعه,2016-08-10
128,1395/05/23,78218.8,78093.1,78218.9,دوشنبه,2016-08-13
129,1395/05/24,78205.1,78205.0,78417.1,سه‌شنبه,2016-08-14
130,1395/05/25,77828.8,77828.7,78205.5,چهارشنبه,2016-08-15
131,1395/05/26,77855.5,77791.2,77857.6,پنج‌شنبه,2016-08-16
132,1395/05/27,77879.0,77863.8,77925.8,جمعه,2016-08-17
133,1395/05/30,77968.7,77919.2,78009.5,دوشنبه,2016-08-20
134,1395/05/31,78086.4,77962.3,78113.8,سه‌شنبه,2016-08-21
135,1395/06/01,78086.1,78086.1,78274.9,چهارشنبه,2016-08-22
136,1395/06/02,77964.0,77907.3,78094.3,پنج‌شنبه,2016-08-23
137,1395/06/03,78081.5,78063.3,78205.7,جمعه,2016-08-24
138,1395/06/06,77757.6,77757.1,78095.9,دوشنبه,2016-08-27
139,1395/06/07,77313.6,77313.6,77846.9,سه‌شنبه,2016-08-28
140,1395/06/08,77345.6,77326.3,77374.9,چهارشنبه,2016-08-29
141,1395/06/09,77358.6,77352.4,77381.5,پنج‌شنبه,2016-08-30
142,1395/06/10,77167.9,77167.8,77381.7,جمعه,2016-08-31
143,1395/06/13,76747.0,76747.0,77184.5,دوشنبه,2016-09-03
144,1395/06/14,76509.4,76509.4,76784.8,سه‌شنبه,2016-09-04
145,1395/06/15,76522.2,76485.9,76522.9,چهارشنبه,2016-09-05
146,1395/06/16,76669.6,76546.0,76703.2,پنج‌شنبه,2016-09-06
147,1395/06/17,76742.2,76742.1,76885.5,جمعه,2016-09-07
148,1395/06/20,76640.3,76610.8,76746.8,دوشنبه,2016-09-10
149,1395/06/21,76643.9,76643.8,76698.3,سه‌شنبه,2016-09-11
150,1395/06/23,76444.2,76444.1,76677.9,پنج‌شنبه,2016-09-13
151,1395/06/24,76455.4,76348.3,76476.7,جمعه,2016-09-14
152,1395/06/27,76104.9,76104.8,76460.1,دوشنبه,2016-09-17
153,1395/06/28,76166.7,76099.3,76179.3,سه‌شنبه,2016-09-18
154,1395/06/29,76272.6,76176.5,76321.4,چهارشنبه,2016-09-19
155,1395/06/31,76450.9,76338.4,76450.9,جمعه,2016-09-21
156,1395/07/03,76906.9,76487.8,76907.4,دوشنبه,2016-09-24
157,1395/07/04,77081.5,77009.8,77121.4,سه‌شنبه,2016-09-25
158,1395/07/05,77089.8,77058.8,77152.7,چهارشنبه,2016-09-26
159,1395/07/06,77143.1,77116.1,77209.1,پنج‌شنبه,2016-09-27
160,1395/07/07,77300.3,77198.8,77357.1,جمعه,2016-09-28
161,1395/07/10,77478.8,77459.2,77605.2,دوشنبه,2016-10-01
162,1395/07/11,77287.6,77287.5,77533.1,سه‌شنبه,2016-10-02
163,1395/07/12,77265.3,77265.3,77413.7,چهارشنبه,2016-10-03
164,1395/07/13,77335.3,77335.3,77494.5,پنج‌شنبه,2016-10-04
165,1395/07/14,77183.0,77182.9,77342.6,جمعه,2016-10-05
166,1395/07/17,77217.0,77190.2,77278.1,دوشنبه,2016-10-08
167,1395/07/18,77435.8,77207.9,77480.1,سه‌شنبه,2016-10-09
168,1395/07/19,77655.1,77469.9,77671.0,چهارشنبه,2016-10-10
169,1395/07/24,77886.4,77725.7,77915.4,دوشنبه,2016-10-15
170,1395/07/25,77569.1,77569.0,77911.0,سه‌شنبه,2016-10-16
171,1395/07/26,77707.2,77525.6,77720.3,چهارشنبه,2016-10-17
172,1395/07/27,77849.5,77773.8,77885.4,پنج‌شنبه,2016-10-18
173,1395/07/28,78091.5,77889.6,78092.0,جمعه,2016-10-19
174,1395/08/01,78387.2,78154.9,78430.0,دوشنبه,2016-10-22
175,1395/08/02,78370.3,78370.3,78517.2,سه‌شنبه,2016-10-23
176,1395/08/03,78568.8,78452.4,78579.5,چهارشنبه,2016-10-24
177,1395/08/04,78761.9,78568.8,78761.9,پنج‌شنبه,2016-10-25
178,1395/08/05,79299.6,78836.8,79304.3,جمعه,2016-10-26
179,1395/08/08,80340.7,79299.6,80493.3,دوشنبه,2016-10-29
180,1395/08/09,80339.2,80338.3,80511.9,سه‌شنبه,2016-10-30
181,1395/08/10,80263.7,80263.7,80527.6,چهارشنبه,2016-10-31
182,1395/08/11,79659.2,79659.0,80285.3,پنج‌شنبه,2016-11-01
183,1395/08/12,79670.9,79634.6,79681.1,جمعه,2016-11-02
184,1395/08/15,79253.5,79253.4,79735.5,دوشنبه,2016-11-05
185,1395/08/16,79137.5,79137.5,79278.0,سه‌شنبه,2016-11-06
186,1395/08/17,79632.3,79270.5,79635.2,چهارشنبه,2016-11-07
187,1395/08/18,79871.4,79718.1,79902.7,پنج‌شنبه,2016-11-08
188,1395/08/19,78411.6,78396.0,79340.1,جمعه,2016-11-09
189,1395/08/22,79010.7,78781.5,79069.7,دوشنبه,2016-11-12
190,1395/08/23,79048.5,79048.4,79258.3,سه‌شنبه,2016-11-13
191,1395/08/24,79341.5,79095.3,79378.2,چهارشنبه,2016-11-14
192,1395/08/25,79236.2,79153.5,79458.7,پنج‌شنبه,2016-11-15
193,1395/08/26,79268.4,79268.4,79418.2,جمعه,2016-11-16
194,1395/08/29,79278.6,79127.7,79335.6,دوشنبه,2016-11-19
195,1395/09/01,79318.9,79306.1,79369.2,چهارشنبه,2016-11-21
196,1395/09/02,79393.8,79361.3,79418.9,پنج‌شنبه,2016-11-22
197,1395/09/03,79385.6,79384.1,79449.9,جمعه,2016-11-23
198,1395/09/06,79541.4,79511.0,79607.8,دوشنبه,2016-11-26
199,1395/09/07,79625.9,79579.1,79685.2,سه‌شنبه,2016-11-27
200,1395/09/09,80018.6,79645.7,80018.6,پنج‌شنبه,2016-11-29
201,1395/09/13,80058.8,80033.9,80180.0,دوشنبه,2016-12-03
202,1395/09/14,80063.7,80050.1,80115.1,سه‌شنبه,2016-12-04
203,1395/09/15,80081.2,80014.1,80174.7,چهارشنبه,2016-12-05
204,1395/09/16,80830.5,80139.8,80851.1,پنج‌شنبه,2016-12-06
205,1395/09/17,81341.6,80965.3,81344.3,جمعه,2016-12-07
206,1395/09/20,81250.5,81250.5,81505.7,دوشنبه,2016-12-10
207,1395/09/21,80925.9,80925.9,81264.8,سه‌شنبه,2016-12-11
208,1395/09/22,80915.5,80913.9,81129.6,چهارشنبه,2016-12-12
209,1395/09/23,80741.2,80741.1,80929.2,پنج‌شنبه,2016-12-13
210,1395/09/24,80683.6,80683.6,80806.8,جمعه,2016-12-14
211,1395/09/28,80709.0,80675.2,80782.7,سه‌شنبه,2016-12-18
212,1395/09/29,80413.1,80413.1,80766.0,چهارشنبه,2016-12-19
213,1395/09/30,80122.7,80122.6,80511.4,پنج‌شنبه,2016-12-20
214,1395/10/01,80250.0,80128.0,80250.9,جمعه,2016-12-21
215,1395/10/04,80161.2,80161.1,80270.8,دوشنبه,2016-12-24
216,1395/10/05,79898.9,79898.8,80159.2,سه‌شنبه,2016-12-25
217,1395/10/06,79966.5,79926.3,80092.3,چهارشنبه,2016-12-26
218,1395/10/07,79800.8,79800.7,80002.1,پنج‌شنبه,2016-12-27
219,1395/10/08,79691.8,79598.4,79871.0,جمعه,2016-12-28
220,1395/10/11,79486.6,79486.6,79758.3,دوشنبه,2016-12-31
221,1395/10/12,78896.0,78895.8,79482.2,سه‌شنبه,2017-01-01
222,1395/10/13,78968.9,78699.0,78968.9,چهارشنبه,2017-01-02
223,1395/10/14,78983.7,78952.2,79011.1,پنج‌شنبه,2017-01-03
224,1395/10/15,78990.3,78959.5,79017.2,جمعه,2017-01-04
225,1395/10/18,78826.5,78826.5,79010.5,دوشنبه,2017-01-07
226,1395/10/19,78833.4,78828.7,78911.4,سه‌شنبه,2017-01-08
227,1395/10/20,78609.5,78609.5,78823.8,چهارشنبه,2017-01-09
228,1395/10/22,78622.0,78555.4,78652.9,جمعه,2017-01-11
229,1395/10/25,78876.2,78709.1,78946.2,دوشنبه,2017-01-14
230,1395/10/26,79073.2,78961.1,79131.2,سه‌شنبه,2017-01-15
231,1395/10/27,79084.2,79069.5,79117.9,چهارشنبه,2017-01-16
232,1395/10/28,79280.4,79032.9,79293.1,پنج‌شنبه,2017-01-17
233,1395/10/29,79382.2,79310.2,79464.9,جمعه,2017-01-18
234,1395/11/02,79206.6,79206.5,79394.5,دوشنبه,2017-01-21
235,1395/11/03,79218.0,79153.6,79218.0,سه‌شنبه,2017-01-22
236,1395/11/04,79263.5,79217.1,79311.3,چهارشنبه,2017-01-23
237,1395/11/05,78249.1,78249.1,79311.9,پنج‌شنبه,2017-01-24
238,1395/11/06,78049.0,78048.9,78325.7,جمعه,2017-01-25
239,1395/11/09,77714.1,77714.1,78053.9,دوشنبه,2017-01-28
240,1395/11/10,77707.3,77706.5,77755.9,سه‌شنبه,2017-01-29
241,1395/11/11,77961.4,77753.2,77999.7,چهارشنبه,2017-01-30
242,1395/11/12,77975.4,77975.4,78123.4,پنج‌شنبه,2017-01-31
243,1395/11/13,77414.9,77414.8,78004.2,جمعه,2017-02-01
244,1395/11/16,76825.7,76825.7,77414.8,دوشنبه,2017-02-04
245,1395/11/17,76616.0,76616.0,76830.7,سه‌شنبه,2017-02-05
246,1395/11/18,76678.7,76615.3,76750.5,چهارشنبه,2017-02-06
247,1395/11/19,76766.0,76766.0,76874.2,پنج‌شنبه,2017-02-07
248,1395/11/20,76792.8,76731.8,76796.1,جمعه,2017-02-08
249,1395/11/23,76816.8,76798.2,76968.2,دوشنبه,2017-02-11
250,1395/11/24,76827.7,76772.6,76836.9,سه‌شنبه,2017-02-12
251,1395/11/25,76975.5,76867.7,77125.8,چهارشنبه,2017-02-13
252,1395/11/26,77000.2,76964.7,77061.2,پنج‌شنبه,2017-02-14
253,1395/11/27,77189.7,77023.9,77209.5,جمعه,2017-02-15
254,1395/11/30,77599.1,77202.8,77613.3,دوشنبه,2017-02-18
255,1395/12/01,77658.6,77648.3,77772.6,سه‌شنبه,2017-02-19
256,1395/12/02,77698.2,77697.8,77753.7,چهارشنبه,2017-02-20
257,1395/12/03,77800.2,77733.8,77815.9,پنج‌شنبه,2017-02-21
258,1395/12/04,77847.2,77818.1,77898.4,جمعه,2017-02-22
259,1395/12/07,77863.5,77850.3,77924.5,دوشنبه,2017-02-25
260,1395/12/08,77574.7,77574.7,77891.7,سه‌شنبه,2017-02-26
261,1395/12/09,77590.7,77573.2,77617.4,چهارشنبه,2017-02-27
262,1395/12/10,77602.3,77593.5,77693.7,پنج‌شنبه,2017-02-28
263,1395/12/11,77475.2,77475.2,77654.0,جمعه,2017-03-01
264,1395/12/14,77135.1,77135.1,77463.5,دوشنبه,2017-03-04
265,1395/12/15,76766.9,76766.9,77139.6,سه‌شنبه,2017-03-05
266,1395/12/16,76789.7,76780.2,76869.8,چهارشنبه,2017-03-06
267,1395/12/17,76800.4,76735.3,76829.7,پنج‌شنبه,2017-03-07
268,1395/12/18,76285.5,76285.5,76806.4,جمعه,2017-03-08
269,1395/12/21,76315.6,76196.5,76315.6,دوشنبه,2017-03-11
270,1395/12/22,76329.0,76286.5,76374.9,سه‌شنبه,2017-03-12
271,1395/12/23,76332.0,76331.9,76464.4,چهارشنبه,2017-03-13
272,1395/12/24,76639.0,76394.6,76639.6,پنج‌شنبه,2017-03-14
273,1395/12/25,76737.9,76659.1,76775.8,جمعه,2017-03-15
274,1395/12/28,77230.0,76788.7,77230.0,دوشنبه,2017-03-18
275,1396/01/05,77485.8,77238.9,77493.9,دوشنبه,2017-03-25
276,1396/01/06,77502.9,77492.8,77541.6,سه‌شنبه,2017-03-26
277,1396/01/07,77523.3,77480.9,77529.4,چهارشنبه,2017-03-27
278,1396/01/08,77548.5,77533.3,77577.2,پنج‌شنبه,2017-03-28
279,1396/01/09,77584.4,77565.1,77607.5,جمعه,2017-03-29
280,1396/01/14,77616.8,77598.8,77668.0,چهارشنبه,2017-04-03
281,1396/01/15,77647.1,77611.5,77698.1,پنج‌شنبه,2017-04-04
282,1396/01/16,77689.9,77680.0,77739.5,جمعه,2017-04-05
283,1396/01/19,77804.7,77783.6,77911.8,دوشنبه,2017-04-08
284,1396/01/20,77860.4,77860.4,78048.2,سه‌شنبه,2017-04-09
285,1396/01/21,78107.8,78007.3,78204.5,چهارشنبه,2017-04-10
286,1396/01/23,78132.4,78122.5,78174.0,جمعه,2017-04-12
287,1396/01/26,78383.3,78229.6,78509.9,دوشنبه,2017-04-15
288,1396/01/27,78471.7,78455.8,78650.0,سه‌شنبه,2017-04-16
289,1396/01/28,78247.5,78247.5,78561.4,چهارشنبه,2017-04-17
290,1396/01/29,78339.8,78306.5,78431.8,پنج‌شنبه,2017-04-18
291,1396/01/30,78651.4,78464.8,78657.6,جمعه,2017-04-19
292,1396/02/02,79302.7,78812.6,79302.7,دوشنبه,2017-04-22
293,1396/02/03,79390.6,79390.6,79577.6,سه‌شنبه,2017-04-23
294,1396/02/04,79425.9,79365.8,79461.4,چهارشنبه,2017-04-24
295,1396/02/06,79596.9,79511.6,79596.9,جمعه,2017-04-26
296,1396/02/09,79755.6,79670.1,79822.9,دوشنبه,2017-04-29
297,1396/02/10,79785.0,79785.0,79919.4,سه‌شنبه,2017-04-30
298,1396/02/11,79826.6,79730.6,79909.9,چهارشنبه,2017-05-01
299,1396/02/12,79942.1,79887.6,80013.8,پنج‌شنبه,2017-05-02
300,1396/02/13,79969.2,79951.7,80099.4,جمعه,2017-05-03
301,1396/02/16,79697.4,79697.4,80027.2,دوشنبه,2017-05-06
302,1396/02/17,79660.9,79604.1,79705.1,سه‌شنبه,2017-05-07
303,1396/02/18,79744.1,79732.8,79773.1,چهارشنبه,2017-05-08
304,1396/02/19,79858.8,79664.2,79858.8,پنج‌شنبه,2017-05-09
305,1396/02/20,80127.1,80012.7,80143.4,جمعه,2017-05-10
306,1396/02/23,80142.0,80139.5,80177.0,دوشنبه,2017-05-13
307,1396/02/24,79963.0,79958.7,80140.8,سه‌شنبه,2017-05-14
308,1396/02/25,79957.5,79957.4,80004.7,چهارشنبه,2017-05-15
309,1396/02/26,80129.3,80042.8,80171.3,پنج‌شنبه,2017-05-16
310,1396/02/27,80344.2,80234.8,80397.6,جمعه,2017-05-17
311,1396/02/30,81077.6,80837.5,81132.6,دوشنبه,2017-05-20
312,1396/02/31,81194.0,81149.2,81256.3,سه‌شنبه,2017-05-21
313,1396/03/01,81124.4,81121.9,81308.7,چهارشنبه,2017-05-22
314,1396/03/02,81124.4,81124.2,81183.4,پنج‌شنبه,2017-05-23
315,1396/03/03,81146.2,81068.4,81148.6,جمعه,2017-05-24
316,1396/03/06,80921.2,80921.2,81161.7,دوشنبه,2017-05-27
317,1396/03/07,80713.2,80713.2,80943.8,سه‌شنبه,2017-05-28
318,1396/03/08,80607.9,80599.6,80730.0,چهارشنبه,2017-05-29
319,1396/03/09,80511.5,80503.7,80621.9,پنج‌شنبه,2017-05-30
320,1396/03/10,80513.3,80513.3,80565.8,جمعه,2017-05-31
321,1396/03/13,80288.9,80288.9,80548.2,دوشنبه,2017-06-03
322,1396/03/16,80293.5,80283.5,80332.6,پنج‌شنبه,2017-06-06
323,1396/03/17,79758.5,79758.5,80299.8,جمعه,2017-06-07
324,1396/03/20,79855.7,79811.3,79898.4,دوشنبه,2017-06-10
325,1396/03/21,79870.7,79845.5,79884.4,سه‌شنبه,2017-06-11
326,1396/03/22,79564.1,79564.1,79872.9,چهارشنبه,2017-06-12
327,1396/03/23,79426.9,79426.9,79575.7,پنج‌شنبه,2017-06-13
328,1396/03/24,79465.7,79432.2,79474.2,جمعه,2017-06-14
329,1396/03/27,79285.0,79285.0,79533.8,دوشنبه,2017-06-17
330,1396/03/28,78990.4,78990.4,79297.9,سه‌شنبه,2017-06-18
331,1396/03/29,78859.2,78859.2,79001.7,چهارشنبه,2017-06-19
332,1396/03/30,78867.5,78833.6,78884.4,پنج‌شنبه,2017-06-20
333,1396/03/31,78736.2,78736.2,78883.8,جمعه,2017-06-21
334,1396/04/03,78652.7,78652.7,78772.6,دوشنبه,2017-06-24
335,1396/04/04,78665.5,78661.5,78707.4,سه‌شنبه,2017-06-25
336,1396/04/07,78704.5,78687.1,78760.4,جمعه,2017-06-28
337,1396/04/10,78799.7,78751.1,78820.9,دوشنبه,2017-07-01
338,1396/04/11,78765.3,78765.3,78821.2,سه‌شنبه,2017-07-02
339,1396/04/12,78659.2,78659.2,78775.5,چهارشنبه,2017-07-03
340,1396/04/13,78632.5,78622.2,78671.2,پنج‌شنبه,2017-07-04
341,1396/04/14,78685.6,78652.1,78694.6,جمعه,2017-07-05
342,1396/04/24,79658.9,79530.5,79684.0,دوشنبه,2017-07-15
343,1396/04/25,79620.8,79608.7,79699.9,سه‌شنبه,2017-07-16
344,1396/04/26,79692.9,79628.7,79705.5,چهارشنبه,2017-07-17
345,1396/04/27,79735.7,79733.3,79792.7,پنج‌شنبه,2017-07-18
346,1396/04/28,80162.5,79764.3,80178.5,جمعه,2017-07-19
347,1396/04/31,80670.8,80250.1,80671.6,دوشنبه,2017-07-22
348,1396/05/01,80863.0,80676.5,80889.1,سه‌شنبه,2017-07-23
349,1396/05/02,80933.9,80894.4,81008.2,چهارشنبه,2017-07-24
350,1396/05/03,81181.7,80882.5,81242.6,پنج‌شنبه,2017-07-25
351,1396/05/04,81509.3,81297.6,81628.6,جمعه,2017-07-26
352,1396/05/07,81420.9,81351.1,81572.0,دوشنبه,2017-07-29
353,1396/05/08,81491.4,81438.5,81635.0,سه‌شنبه,2017-07-30
354,1396/05/09,81533.5,81502.5,81596.8,چهارشنبه,2017-07-31
355,1396/05/10,81415.9,81415.8,81565.8,پنج‌شنبه,2017-08-01
356,1396/05/11,81265.9,81265.8,81445.9,جمعه,2017-08-02
357,1396/05/15,81384.1,81302.7,81424.7,سه‌شنبه,2017-08-06
358,1396/05/16,81285.7,81285.7,81402.2,چهارشنبه,2017-08-07
359,1396/05/17,81313.9,81278.2,81346.7,پنج‌شنبه,2017-08-08
360,1396/05/18,81579.3,81370.7,81626.5,جمعه,2017-08-09
361,1396/05/21,81763.1,81613.0,81805.6,دوشنبه,2017-08-12
362,1396/05/22,81661.5,81661.5,81818.7,سه‌شنبه,2017-08-13
363,1396/05/23,81659.3,81597.1,81673.6,چهارشنبه,2017-08-14
364,1396/05/24,81696.3,81611.4,81716.7,پنج‌شنبه,2017-08-15
365,1396/05/25,81741.9,81696.3,81741.9,جمعه,2017-08-16
366,1396/05/28,81954.9,81808.2,82021.2,دوشنبه,2017-08-19
367,1396/05/29,82016.2,81984.3,82016.3,سه‌شنبه,2017-08-20
368,1396/05/30,82075.0,82023.0,82084.2,چهارشنبه,2017-08-21
369,1396/05/31,82372.4,82119.7,82428.6,پنج‌شنبه,2017-08-22
370,1396/06/01,82541.8,82413.6,82570.1,جمعه,2017-08-23
371,1396/06/04,82897.1,82583.5,82933.2,دوشنبه,2017-08-26
372,1396/06/05,82885.0,82853.4,82968.2,سه‌شنبه,2017-08-27
373,1396/06/06,83012.1,82898.5,83015.3,چهارشنبه,2017-08-28
374,1396/06/07,83252.0,83106.5,83401.9,پنج‌شنبه,2017-08-29
375,1396/06/08,83272.9,83262.7,83342.9,جمعه,2017-08-30
376,1396/06/11,83428.2,83290.5,83441.0,دوشنبه,2017-09-02
377,1396/06/12,83345.2,83297.8,83586.3,سه‌شنبه,2017-09-03
378,1396/06/13,83452.1,83333.7,83503.9,چهارشنبه,2017-09-04
379,1396/06/14,83733.5,83460.6,83764.1,پنج‌شنبه,2017-09-05
380,1396/06/15,83675.3,83674.8,83762.4,جمعه,2017-09-06
381,1396/06/19,83255.7,83255.7,83530.6,سه‌شنبه,2017-09-10
382,1396/06/20,83369.1,83238.1,83369.1,چهارشنبه,2017-09-11
383,1396/06/21,83469.2,83371.3,83490.4,پنج‌شنبه,2017-09-12
384,1396/06/22,83523.8,83480.8,83534.5,جمعه,2017-09-13
385,1396/06/25,83683.2,83524.2,83685.6,دوشنبه,2017-09-16
386,1396/06/26,83916.6,83732.0,83916.6,سه‌شنبه,2017-09-17
387,1396/06/27,84414.5,83944.1,84414.5,چهارشنبه,2017-09-18
388,1396/06/28,85343.9,84455.2,85344.2,پنج‌شنبه,2017-09-19
389,1396/06/29,85831.8,85416.4,85832.1,جمعه,2017-09-20
390,1396/07/01,85798.4,85769.1,85873.4,دوشنبه,2017-09-23
391,1396/07/02,85588.8,85572.6,85820.2,سه‌شنبه,2017-09-24
392,1396/07/03,85516.9,85516.8,85645.8,چهارشنبه,2017-09-25
393,1396/07/04,85628.8,85619.7,85656.5,پنج‌شنبه,2017-09-26
394,1396/07/05,85819.0,85742.3,85879.0,جمعه,2017-09-27
395,1396/07/10,85514.9,85488.5,85839.6,چهارشنبه,2017-10-02
396,1396/07/11,85355.0,85354.9,85517.5,پنج‌شنبه,2017-10-03
397,1396/07/12,85429.5,85364.2,85480.9,جمعه,2017-10-04
398,1396/07/15,85069.5,85069.5,85520.5,دوشنبه,2017-10-07
399,1396/07/16,84564.9,84554.7,85306.5,سه‌شنبه,2017-10-08
400,1396/07/17,84611.6,84568.2,84626.5,چهارشنبه,2017-10-09
